amie,nombre_ie,tipo,sostenimiento,provincia,canton,parroquia,lat,lon
09H06750,UNIDAD EDUCATIVA “MATEO CELESTINO ESPINOZA CASTRO”,MATRIZ,FISCAL,GUAYAS,NARANJITO,NARANJITO,-2.176842491,-79.46090175
12H00829,ESCUELA DE EDUCACIÓN BÁSICA HERMANO MIGUEL,MATRIZ,FISCAL,LOS RÍOS,QUEVEDO,SAN CRISTÓBAL,-1.015965985,-79.46179566
12H01100,ESCUELA DE EDUCACION BASICA REAL AUDIENCIA DE QUITO,MATRIZ,FISCAL,LOS RÍOS,VENTANAS,10 DE NOVIEMBRE,-1.444573115,-79.46171718
12H01101,ESCUELA DE EDUCACION BASICA ISIDRO AYORA CUEVA,MATRIZ,FISCAL,LOS RÍOS,VENTANAS,10 DE NOVIEMBRE,-1.444998317,-79.46191459
09H04102,UNIDAD EDUCATIVA PRESIDENTE DIEGO NOBOA,MATRIZ,FISCAL,GUAYAS,NARANJITO,NARANJITO,-2.176354526,-79.4612978
12H01115,"ESCUELA DE EDUCACIÓN BÁSICA ""LUZ DEL MUNDO""",MATRIZ,PARTICULAR,LOS RÍOS,VENTANAS,10 DE NOVIEMBRE,-1.446271628,-79.46192784
12H00739,ESCUELA DE EDUCACIÓN BÁSICA DELIA IBARRA DE VELASCO,MATRIZ,FISCAL,LOS RÍOS,QUEVEDO,SAN CAMILO,-1.032778346,-79.46237023
12H01139,UNIDAD EDUCATIVA SEIS DE OCTUBRE DE VENTANAS,MATRIZ,FISCAL,LOS RÍOS,VENTANAS,10 DE NOVIEMBRE,-1.439400322,-79.46225084
12H00815,UNIDAD EDUCATIVA REPUBLICA DEL ECUADOR,MATRIZ,PARTICULAR,LOS RÍOS,QUEVEDO,SAN CRISTÓBAL,-1.018809044,-79.46251913
12H01061,ESCUELA DE EDUCACION BASICA 6 DE OCTUBRE,MATRIZ,FISCAL,LOS RÍOS,URDANETA,RICAURTE,-1.617684245,-79.46234865
12H01993,ESCUELA DE EDUCACION BASICA YIREH,MATRIZ,PARTICULAR,LOS RÍOS,VENTANAS,10 DE NOVIEMBRE,-1.446120248,-79.46261477
12H00816,UNIDAD EDUCATIVA BOLIVARIANO,MATRIZ,PARTICULAR,LOS RÍOS,QUEVEDO,SAN CRISTÓBAL,-1.020592483,-79.46300158
12H00741,CENTRO DE EDUCACIÓN INICIAL LORENZO RUFFO PEÑA,MATRIZ,FISCAL,LOS RÍOS,QUEVEDO,SAN CAMILO,-1.036873943,-79.46314896
12H01099,ESCUELA DE EDUCACION BASICA CIUDAD DE VENTANAS,MATRIZ,FISCAL,LOS RÍOS,VENTANAS,10 DE NOVIEMBRE,-1.449891801,-79.46292675
09H04396,ESCUELA DE EDUCACION BASICA LEGOS,MATRIZ,PARTICULAR,GUAYAS,NARANJITO,NARANJITO,-2.164527801,-79.46244446
12H01138,UNIDAD EDUCATIVA HUMBERTO MOREIRA MARQUEZ,MATRIZ,FISCAL,LOS RÍOS,VENTANAS,10 DE NOVIEMBRE,-1.438605044,-79.46312305
09H04424,ESCUELA DE EDUCACIÓN BÁSICA DRA. LUISA MARTÍN GONZÁLEZ,MATRIZ,FISCAL,GUAYAS,NARANJITO,NARANJITO,-2.172376748,-79.46280315
12H01624,GRAN COLOMBIA,MATRIZ,FISCAL,LOS RÍOS,BUENA FE,SAN JACINTO DE BUENA FE,-0.765469119,-79.46402513
12H00155,UNIDAD EDUCATIVA CARACOL,MATRIZ,FISCAL,LOS RÍOS,BABAHOYO,CARACOL,-1.672285955,-79.46354808
09H04394,ESCUELA DE EDUCACIÓN BÁSICA CINCO DE OCTUBRE,MATRIZ,FISCAL,GUAYAS,NARANJITO,NARANJITO,-2.161714459,-79.46328138
09H04377,ESCUELA DE EDUCACION BASICA MARIA LUISA VITERI AGUILAR,MATRIZ,FISCAL,GUAYAS,NARANJITO,NARANJITO,-2.169383858,-79.46343547
12H01072,ESCUELA DE EDUCACION BASICA MAINAS,MATRIZ,FISCAL,LOS RÍOS,VENTANAS,VENTANAS,-1.402529255,-79.46413537
12H01135,ESCUELA DE EDUCACION BASICA 10 DE NOVIEMBRE,MATRIZ,FISCAL,LOS RÍOS,VENTANAS,10 DE NOVIEMBRE,-1.443073454,-79.46412652
09H02859,ESCUELA DE EDUCACIÓN BÁSICA ILEANA ESPINEL CEDEÑO,MATRIZ,FISCAL,GUAYAS,ALFREDO BAQUERIZO MORENO (JUJÁN),ALFREDO BAQUERIZO MORENO (JUJÁN),-1.948802741,-79.46379058
09H04422,ESCUELA DE EDUCACIÓN BÁSICA CARLOS MATAMOROS JARA,MATRIZ,FISCAL,GUAYAS,NARANJITO,NARANJITO,-2.169547053,-79.46383086
12H01030,UNIDAD EDUCATIVA URDANETA,MATRIZ,FISCAL,LOS RÍOS,URDANETA,RICAURTE,-1.576499831,-79.46479674
12H00708,ESCUELA DE EDUCACIÓN BÁSICA CIUDAD DE QUEVEDO,MATRIZ,FISCAL,LOS RÍOS,QUEVEDO,QUEVEDO,-1.017917499,-79.46518645
12H00799,CENTRO DE EDUCACION INICIAL “DRA. JUNE GUZMAN SERRANO”,MATRIZ,FISCAL,LOS RÍOS,QUEVEDO,NICOLÁS INFANTE DÍAZ,-1.005625941,-79.4659262
12H00664,ESCUELA DE EDUCACIÓN BÁSICA 17 DE NOVIEMBRE,MATRIZ,PARTICULAR,LOS RÍOS,URDANETA,RICAURTE,-1.572774445,-79.46578802
12H00807,CENTRO DE EDUCACIÓN BASICA PARA JOVENES Y ADULTOS PCEI JAIME ROLDOS AGUILERA,MATRIZ,FISCAL,LOS RÍOS,QUEVEDO,NICOLÁS INFANTE DÍAZ,-1.009796427,-79.46634124
09H04380,UNIDAD EDUCATIVA LA DOLOROSA,MATRIZ,PARTICULAR,GUAYAS,NARANJITO,NARANJITO,-2.168554048,-79.46562085
12H01018,UNIDAD EDUCATIVA 28 DE MAYO,MATRIZ,FISCAL,LOS RÍOS,URDANETA,RICAURTE,-1.572711436,-79.46619248
09H04399,UNIDAD EDUCATIVA NARANJITO,MATRIZ,FISCAL,GUAYAS,NARANJITO,NARANJITO,-2.170254369,-79.46568207
12H00798,ESCUELA DE EDUCACIÓN BÁSICA DOLORES VEINTIMILLA DE GALINDO,MATRIZ,FISCAL,LOS RÍOS,QUEVEDO,NICOLÁS INFANTE DÍAZ,-1.006444015,-79.4665889
12H00948,UNIDAD EDUCATIVA OSWALDO VILLAMIL AUZ,MATRIZ,FISCAL,LOS RÍOS,QUEVEDO,VIVA ALFARO,-1.051509479,-79.46657511
12H00699,UNIDAD EDUCATIVA DESPERTAR,MATRIZ,PARTICULAR,LOS RÍOS,QUEVEDO,QUEVEDO,-1.033901595,-79.46666546
12H00228,UNIDAD EDUCATIVA ENEIDA UQUILLAS DE ROJAS,MATRIZ,FISCAL,LOS RÍOS,BABAHOYO,BABAHOYO,-1.909508489,-79.46617174
12H00719,UNIDAD EDUCATIVA “NUESTRA SEÑORA DE FÁTIMA”,MATRIZ,PARTICULAR,LOS RÍOS,QUEVEDO,QUEVEDO,-1.023954889,-79.46702823
12H00713,"ESCUELA DE EDUCACIÓN BÁSICA ""QUITO""",MATRIZ,FISCAL,LOS RÍOS,QUEVEDO,QUEVEDO,-1.030659336,-79.46703218
12H00717,"ESCUELA DE EDUCACIÓN BÁSICA ""MANUEL DE JESÚS CALLE""",MATRIZ,FISCAL,LOS RÍOS,QUEVEDO,QUEVEDO,-1.028984142,-79.46709543
12H00709,ESCUELA DE EDUCACIÓN BÁSICA OTTO AROSEMENA GOMEZ,MATRIZ,FISCAL,LOS RÍOS,QUEVEDO,QUEVEDO,-1.034702969,-79.46675971
12H00943,UNIDAD EDUCATIVA ANTONIO JOSE DE SUCRE,MATRIZ,FISCAL,LOS RÍOS,QUEVEDO,VIVA ALFARO,-1.049171079,-79.46717096
12H01142,UNIDAD EDUCATIVA “DR. CAMILO GALLEGOS DOMINGUEZ”,MATRIZ,PARTICULAR,LOS RÍOS,VENTANAS,10 DE NOVIEMBRE,-1.437747982,-79.46705361
12H02167,UNIDAD EDUCATIVA BENJAMIN FRANKLIN,MATRIZ,PARTICULAR,LOS RÍOS,QUEVEDO,VENUS DEL RÍO QUEVEDO,-0.983824652,-79.46741041
12H00875,ESCUELA DE EDUCACIÓN BÁSICA IBEROAMERICANO,MATRIZ,PARTICULAR,LOS RÍOS,QUEVEDO,24 DE MAYO,-1.016478076,-79.46756266
12H00802,ESCUELA DE EDUCACION BASICA CAPITAN MORONI,MATRIZ,PARTICULAR,LOS RÍOS,QUEVEDO,QUEVEDO,-1.029637622,-79.46757177
12H00698,CENTRO DE EDUCACION INICIAL “CORINA DEL PARRAL DE VELASCO IBARRA”,MATRIZ,FISCAL,LOS RÍOS,QUEVEDO,QUEVEDO,-1.034050934,-79.46758502
12H00773,CENTRO DE EDUCACIÓN INICIAL MANUELITA SÁENZ,MATRIZ,PARTICULAR,LOS RÍOS,QUEVEDO,QUEVEDO,-1.031251844,-79.46766112
12H00718,UNIDAD EDUCATIVA AMERICA,MATRIZ,PARTICULAR,LOS RÍOS,QUEVEDO,QUEVEDO,-1.030596297,-79.46777383
12H01062,UNIDAD EDUCATIVA RICAURTE,MATRIZ,FISCAL,LOS RÍOS,URDANETA,RICAURTE,-1.567358385,-79.46753542
12H01143,ESCUELA DE EDUCACIÓN BÁSICA ESPECIAL VENTANAS,MATRIZ,FISCAL,LOS RÍOS,VENTANAS,VENTANAS,-1.451242698,-79.46782341
12H01094,ESCUELA DE EDUCACION BASICA 13 DE ABRIL,MATRIZ,FISCAL,LOS RÍOS,VENTANAS,VENTANAS,-1.455403042,-79.46797337
12H01082,UNIDAD EDUCATIVA ANA ROSA VALDIVIESO DE LANDIVAR,MATRIZ,FISCAL,LOS RÍOS,VENTANAS,VENTANAS,-1.455403042,-79.46797337
12H01093,ESCUELA DE EDUCACION BASICA YAGUARCOCHA,MATRIZ,FISCAL,LOS RÍOS,VENTANAS,VENTANAS,-1.510381608,-79.46808833
12H01920,ESCUELA DE EDUCACIÓN BÁSICA 6 DE OCTUBRE,MATRIZ,MUNICIPAL,LOS RÍOS,MOCACHE,MOCACHE,-1.136212926,-79.46834173
12H00928,UNIDAD EDUCATIVA ELOY ALFARO,MATRIZ,FISCAL,LOS RÍOS,QUEVEDO,VENUS DEL RÍO QUEVEDO,-0.996872044,-79.46842213
12H00899,ESCUELA DE EDUCACIÓN ESPECIAL AZUCENA CHIANG DE ORELLANA,MATRIZ,FISCAL,LOS RÍOS,QUEVEDO,VENUS DEL RÍO QUEVEDO,-0.995402168,-79.46853207
12H01074,ESCUELA DE EDUCACION BASICA LOS GIRASOLES,MATRIZ,MUNICIPAL,LOS RÍOS,VENTANAS,VENTANAS,-1.438446083,-79.46838312
12H00691,ESCUELA DE EDUCACIÓN BÁSICA HUMBERTO ALVARADO PRADO,MATRIZ,FISCAL,LOS RÍOS,QUEVEDO,QUEVEDO,-1.037804961,-79.46876286
12H02618,UNIDAD EDUCATIVA PCEI BLAISE PASCAL,MATRIZ,PARTICULAR,LOS RÍOS,QUEVEDO,QUEVEDO,-1.027267356,-79.46886781
12H01065,UNIDAD EDUCATIVA ESPECIALIZADA FISCOMISIONAL NUESTRA SEÑORA DEL CARMEN,MATRIZ,FISCOMISIONAL,LOS RÍOS,URDANETA,RICAURTE,-1.574802438,-79.46868032
12H02622,UNIDAD EDUCATIVA ZURICH SCIENCE,MATRIZ,PARTICULAR,LOS RÍOS,QUEVEDO,QUEVEDO,-1.027339695,-79.46902825
12H02076,"UNIDAD EDUCATIVA ""CIUDAD DE QUEVEDO""",MATRIZ,MUNICIPAL,LOS RÍOS,QUEVEDO,VENUS DEL RÍO QUEVEDO,-0.993885783,-79.46917294
12H00712,ESCUELA DE EDUCACIÓN BÁSICA HEROES DE PAQUISHA,MATRIZ,PARTICULAR,LOS RÍOS,QUEVEDO,QUEVEDO,-1.028445375,-79.46931254
12H01025,ESCUELA DE EDUCACION BASICA GABRIEL GARCIA MORENO,MATRIZ,FISCAL,LOS RÍOS,URDANETA,RICAURTE,-1.569204511,-79.46909779
12H00913,ESCUELA DE EDUCACIÓN BÁSICA CIUDAD DEL NORTE,MATRIZ,FISCAL,LOS RÍOS,QUEVEDO,VENUS DEL RÍO QUEVEDO,-0.986048084,-79.46985704
12H00867,ESCUELA DE EDUCACIÓN BÁSICA DR. LUIS OSWALDO HURTADO LARREA,MATRIZ,PARTICULAR,LOS RÍOS,QUEVEDO,24 DE MAYO,-1.016662618,-79.46987016
12H00911,ESCUELA DE EDUCACIÓN BÁSICA DR. CAMILO GALLEGOS DOMINGUEZ,MATRIZ,PARTICULAR,LOS RÍOS,QUEVEDO,VENUS DEL RÍO QUEVEDO,-1.006601371,-79.46997196
12H01857,ESCUELA DE EDUCACIÓN BÁSICA TEODORO WOLF,MATRIZ,FISCAL,LOS RÍOS,MOCACHE,MOCACHE,-1.251125009,-79.47002944
12H00879,CENTRO DE EDUCACIÓN INICIAL TEOLINDA SERRANO SALAZAR,MATRIZ,FISCAL,LOS RÍOS,QUEVEDO,24 DE MAYO,-1.018005971,-79.47033594
12H00854,UNIDAD EDUCATIVA SIETE DE OCTUBRE,MATRIZ,FISCAL,LOS RÍOS,QUEVEDO,SIETE DE OCTUBRE,-1.046858809,-79.47033086
12H01059,ESCUELA DE EDUCACION BASICA CHONE,MATRIZ,FISCAL,LOS RÍOS,URDANETA,RICAURTE,-1.646911259,-79.47004645
12H00714,ESCUELA DE EDUCACIÓN BÁSICA CARLOS JULIO AROSEMENA TOLA,MATRIZ,FISCAL,LOS RÍOS,QUEVEDO,QUEVEDO,-1.0297964,-79.47049055
12H00703,"ESCUELA DE EDUCACIÓN BÁSICA ""FRANCES""",MATRIZ,PARTICULAR,LOS RÍOS,QUEVEDO,QUEVEDO,-1.028393767,-79.47050658
12H00939,UNIDAD EDUCATIVA ADONAI,MATRIZ,PARTICULAR,LOS RÍOS,QUEVEDO,24 DE MAYO,-1.015666143,-79.47081297
12H00908,ESCUELA DE EDUCACIÓN BÁSICA OSWALDO GUAYASAMIN,MATRIZ,FISCAL,LOS RÍOS,QUEVEDO,VENUS DEL RÍO QUEVEDO,-0.994451045,-79.47093829
12H00855,ESCUELA DE EDUCACIÓN BÁSICA JOSE SOTOMAYOR FALQUEZ,MATRIZ,FISCAL,LOS RÍOS,QUEVEDO,SIETE DE OCTUBRE,-1.048104763,-79.47097915
12H00905,ESCUELA DE EDUCACIÓN BÁSICA FRANCISCO DE ORELLANA,MATRIZ,PARTICULAR,LOS RÍOS,QUEVEDO,VENUS DEL RÍO QUEVEDO,-1.011321762,-79.47103828
09H04003,ESCUELA DE EDUCACION BASICA ERNESTO GUEVARA WOLF,MATRIZ,FISCAL,GUAYAS,EL TRIUNFO,EL TRIUNFO,-2.317693272,-79.47022156
12H01614,REPUBLICA DE ALEMANIA,MATRIZ,FISCAL,LOS RÍOS,BUENA FE,SAN JACINTO DE BUENA FE,-0.729756779,-79.47137767
12H00844,ESCUELA DE EDUCACION BASICA PARA PERSONAS CON ESCOLARIDAD INCONCLUSA (PCEI) SIETE DE OCTUBRE,MATRIZ,FISCAL,LOS RÍOS,QUEVEDO,SIETE DE OCTUBRE,-1.046542744,-79.47130139
12H00924,ESCUELA DE EDUCACIÓN BÁSICA ANDRES F. CORDOVA,MATRIZ,FISCAL,LOS RÍOS,QUEVEDO,VENUS DEL RÍO QUEVEDO,-1.000197521,-79.47147455
12H01267,ESCUELA DE EDUCACION BASICA PEDRO PABLO EGUEZ BAQUERIZO,MATRIZ,FISCAL,LOS RÍOS,VENTANAS,ZAPOTAL,-1.365896849,-79.47162635
12H00919,ESCUELA DE EDUCACIÓN BÁSICA 17 DE MAYO,MATRIZ,FISCAL,LOS RÍOS,QUEVEDO,VENUS DEL RÍO QUEVEDO,-0.991337515,-79.47185465
12H00068,ESCUELA DE EDUCACION BASICA CACHARI,MATRIZ,FISCAL,LOS RÍOS,BABAHOYO,BABAHOYO,-1.771574736,-79.47136782
12H00922,CENTRO DE EDUCACIÓN INICIAL DORA MOSQUERA ANDRADE DE PEÑA,MATRIZ,FISCAL,LOS RÍOS,QUEVEDO,VENUS DEL RÍO QUEVEDO,-1.005547823,-79.47191125
12H01253,UNIDAD EDUCATIVA MARINA CASTILLO DE YEPEZ,MATRIZ,FISCAL,LOS RÍOS,VENTANAS,ZAPOTAL,-1.366132281,-79.47207551
12H00886,UNIDAD EDUCATIVA “JOSE ISAAC MONTES”,MATRIZ,FISCAL,LOS RÍOS,QUEVEDO,24 DE MAYO,-1.013426808,-79.47227281
12H02516,UNIDAD EDUCATIVA REPLICA NICOLAS INFANTE DIAZ,MATRIZ,FISCAL,LOS RÍOS,QUEVEDO,24 DE MAYO,-1.018398194,-79.47238405
12H00993,ESCUELA DE EDUCACION BASICA ABDON CALDERON,MATRIZ,FISCAL,LOS RÍOS,URDANETA,CATARAMA,-1.572580346,-79.47238454
12H00903,ESCUELA DE EDUCACIÓN BÁSICA CARLOS FINLAY,MATRIZ,FISCAL,LOS RÍOS,QUEVEDO,VENUS DEL RÍO QUEVEDO,-1.006855006,-79.47277733
12H01282,ESCUELA DE EDUCACIÓN BÁSICA CARIHUAYRAZO,MATRIZ,FISCAL,LOS RÍOS,MOCACHE,MOCACHE,-1.317821683,-79.47263314
12H00991,ESCUELA DE EDUCACION BASICA JAIME COLOMA SANCHEZ,MATRIZ,FISCAL,LOS RÍOS,URDANETA,CATARAMA,-1.563861981,-79.47247174
12H00912,UNIDAD EDUCATIVA DR. MANUEL QUINTANA MIRANDA,MATRIZ,FISCAL,LOS RÍOS,QUEVEDO,VENUS DEL RÍO QUEVEDO,-1.003947913,-79.47322011
12H00045,UNIDAD EDUCATIVA EUGENIO ESPEJO,MATRIZ,FISCAL,LOS RÍOS,BABAHOYO,BABAHOYO,-1.801334556,-79.47311564
12H00884,UNIDAD EDUCATIVA 24 DE MAYO,MATRIZ,FISCAL,LOS RÍOS,QUEVEDO,24 DE MAYO,-1.021911989,-79.47370974
12H00995,ESCUELA DE EDUCACION BASICA GABRIELA MISTRAL,MATRIZ,FISCAL,LOS RÍOS,URDANETA,CATARAMA,-1.572508761,-79.47342707
12H00987,UNIDAD EDUCATIVA 11 DE OCTUBRE,MATRIZ,FISCAL,LOS RÍOS,URDANETA,CATARAMA,-1.575665141,-79.47345174
12H01968,UNIDAD EDUCATIVA RIO AMAZONAS,MATRIZ,FISCAL,LOS RÍOS,MOCACHE,MOCACHE,-1.297286091,-79.47377759
09H04407,ESCUELA DE EDUCACIÓN BÁSICA NUMANCIA JURADO DE PEREZ,MATRIZ,FISCAL,GUAYAS,NARANJITO,NARANJITO,-2.170696128,-79.47319721
12H00942,UNIDAD EDUCATIVA “JORGE CARRERA ANDRADE”,MATRIZ,FISCAL,LOS RÍOS,QUEVEDO,VIVA ALFARO,-1.041622611,-79.46835669
12H00877,ESCUELA DE EDUCACIÓN BÁSICA JAIME ROLDOS AGUILERA,MATRIZ,FISCAL,LOS RÍOS,QUEVEDO,24 DE MAYO,-1.029547007,-79.47414045
12H00926,ESCUELA DE EDUCACIÓN BÁSICA DOLORES CACUANGO,MATRIZ,FISCAL,LOS RÍOS,QUEVEDO,VENUS DEL RÍO QUEVEDO,-0.996258045,-79.47462117
12H01885,ESCUELA DE EDUCACIÓN BÁSICA PASAJE 239,MATRIZ,FISCAL,LOS RÍOS,MOCACHE,MOCACHE,-1.163083403,-79.47456137
12H00847,CENTRO DE EDUCACIÓN INICIAL ANGELA PEÑA WEISSON,MATRIZ,FISCAL,LOS RÍOS,QUEVEDO,SIETE DE OCTUBRE,-1.042806196,-79.47481886
12H00982,ESCUELA DE EDUCACION BASICA JOSE MARIA VELASCO IBARRA,MATRIZ,FISCAL,LOS RÍOS,URDANETA,CATARAMA,-1.628166503,-79.47457221
12H00890,"ESCUELA DE EDUCACIÓN BÁSICA ""JUAN DE DIOS AVILÉS ZÁRATE""",MATRIZ,MUNICIPAL,LOS RÍOS,QUEVEDO,24 DE MAYO,-1.023057143,-79.47502343
12H00862,ESCUELA DE EDUCACIÓN BÁSICA HÉCTOR BURBANO MARTINEZ,MATRIZ,FISCAL,LOS RÍOS,QUEVEDO,SIETE DE OCTUBRE,-1.046509481,-79.47503154
12H01966,ESCUELA DE EDUCACIÓN BÁSICA FLAVIO ALFARO,MATRIZ,FISCAL,LOS RÍOS,MOCACHE,MOCACHE,-1.214180281,-79.47501792
12H00983,UNIDAD EDUCATIVA FISCOMISIONAL SIMON BOLIVAR,MATRIZ,FISCOMISIONAL,LOS RÍOS,URDANETA,CATARAMA,-1.565075714,-79.4749782
12H00994,ESCUELA DE EDUCACION BASICA PEDRO LEOPOLDO BALLADARES,MATRIZ,FISCAL,LOS RÍOS,URDANETA,CATARAMA,-1.57098165,-79.47523455
12H02047,"ESCUELA DE EDUCACIÓN BÁSICA ""VICENTE RAMON ROCA""",MATRIZ,PARTICULAR,LOS RÍOS,QUEVEDO,VENUS DEL RÍO QUEVEDO,-0.994812955,-79.4759171
09H04330,UNIDAD EDUCATIVA SIMON BOLIVAR,MATRIZ,FISCAL,GUAYAS,NARANJAL,SAN CARLOS,-2.522842175,-79.4750811
12H00780,UNIDAD EDUCATIVA JOSE RODRIGUEZ LABANDERA,MATRIZ,FISCAL,LOS RÍOS,QUEVEDO,GUAYACÁN,-1.037820631,-79.4766267
12H00843,ESCUELA DE EDUCACIÓN BÁSICA INDEPENDENCIA,MATRIZ,PARTICULAR,LOS RÍOS,QUEVEDO,SIETE DE OCTUBRE,-1.043311588,-79.47674855
12H00893,UNIDAD EDUCATIVA LENIN,MATRIZ,FISCAL,LOS RÍOS,QUEVEDO,VENUS DEL RÍO QUEVEDO,-1.008252467,-79.476942
12H00863,ESCUELA DE EDUCACIÓN BÁSICA WALTER ANDRADE FAJARDO,MATRIZ,FISCAL,LOS RÍOS,QUEVEDO,SIETE DE OCTUBRE,-1.045883855,-79.47733777
12H00927,ESCUELA DE EDUCACIÓN BÁSICA NUESTRA SEÑORA DE LA NATIVIDAD,MATRIZ,FISCAL,LOS RÍOS,QUEVEDO,VENUS DEL RÍO QUEVEDO,-1.001442354,-79.47825669
12H01283,ESCUELA DE EDUCACION BASICA YASUNI,MATRIZ,FISCAL,LOS RÍOS,VENTANAS,ZAPOTAL,-1.358249778,-79.47819998
12H01617,BRAULIO GABRIEL RIVERA MUÑOZ,MATRIZ,FISCAL,LOS RÍOS,BUENA FE,SAN JACINTO DE BUENA FE,-0.894017876,-79.47846773
12H00992,ESCUELA DE EDUCACIÓN BÁSICA LUZ Y VIDA,MATRIZ,PARTICULAR,LOS RÍOS,URDANETA,CATARAMA,-1.569384491,-79.47821711
12H01878,ESCUELA DE EDUCACIÓN BÁSICA SAN ANTONIO,MATRIZ,MUNICIPAL,LOS RÍOS,MOCACHE,MOCACHE,-1.257239843,-79.478463
12H00163,ESCUELA DE EDUCACIÓN BÁSICA CHIMBORAZO,MATRIZ,FISCAL,LOS RÍOS,BABAHOYO,CARACOL,-1.696551933,-79.47858843
12H01073,ESCUELA DE EDUCACION BASICA JORGE CRESPO TORAL,MATRIZ,FISCAL,LOS RÍOS,VENTANAS,VENTANAS,-1.418538453,-79.47975199
12H01925,ESCUELA DE EDUCACIÓN BÁSICA JOSE MARTI,MATRIZ,FISCAL,LOS RÍOS,MOCACHE,MOCACHE,-1.140241708,-79.48026446
09H04317,ESCUELA DE EDUCACION BASICA 10 DE AGOSTO,MATRIZ,FISCAL,GUAYAS,NARANJAL,JESÚS MARÍA,-2.59716099,-79.47914788
12H00787,CENTRO DE EDUCACIÓN INICIAL ESTHER MONTES DE MONTALVAN,MATRIZ,FISCAL,LOS RÍOS,QUEVEDO,GUAYACÁN,-1.042937483,-79.48088091
09H04091,ESCUELA DE EDUCACION BASICA JAIME HURTADO GONZALEZ,MATRIZ,FISCAL,GUAYAS,EL TRIUNFO,EL TRIUNFO,-2.335339742,-79.48012857
12H00796,ESCUELA DE EDUCACIÓN BÁSICA FAUSTO MOLINA MOLINA,MATRIZ,FISCAL,LOS RÍOS,QUEVEDO,GUAYACÁN,-1.04544428,-79.48190876
12H01604,19 DE MAYO,MATRIZ,FISCAL,LOS RÍOS,BUENA FE,SAN JACINTO DE BUENA FE,-0.898840083,-79.48255376
12H00930,ESCUELA DE EDUCACIÓN BÁSICA MANTA,MATRIZ,FISCAL,LOS RÍOS,QUEVEDO,QUEVEDO,-0.980421985,-79.48272889
12H01098,ESCUELA DE EDUCACION BASICA VENTANILLA SUR,MATRIZ,FISCAL,LOS RÍOS,VENTANAS,VENTANAS,-1.454354823,-79.48257702
12H00784,UNIDAD EDUCATIVA LOS GUAYACANES,MATRIZ,FISCAL,LOS RÍOS,QUEVEDO,GUAYACÁN,-1.044176687,-79.48289323
12H02620,CENTRO DE EDUCACIÓN INICIAL PUERTAS MAGICAS,MATRIZ,PARTICULAR,LOS RÍOS,QUEVEDO,GUAYACÁN,-1.047461951,-79.48314763
12H02621,CENTRO DE EDUCACIÓN INICIAL BABY GYM,MATRIZ,PARTICULAR,LOS RÍOS,QUEVEDO,GUAYACÁN,-1.042254306,-79.48340547
12H01620,ROSA FIGUEROA CARRILLO,MATRIZ,FISCAL,LOS RÍOS,BUENA FE,SAN JACINTO DE BUENA FE,-0.886920541,-79.48396025
12H01990,UNIDAD EDUCATIVA PCEI LOS RÍOS,MATRIZ,FISCOMISIONAL,LOS RÍOS,BUENA FE,SAN JACINTO DE BUENA FE,-0.873306013,-79.48399998
09H05115,"UNIDAD EDUCATIVA ""ARSENIO LÓPEZ""",MATRIZ,FISCOMISIONAL,GUAYAS,SIMÓN BOLÍVAR,SIMÓN BOLÍVAR,-2.001430011,-79.48373376
12H01674,10 DE AGOSTO,MATRIZ,FISCAL,LOS RÍOS,BUENA FE,SAN JACINTO DE BUENA FE,-0.942614358,-79.48447596
12H01608,HOLGER MONTENEGRO MOLINA,MATRIZ,FISCAL,LOS RÍOS,BUENA FE,SAN JACINTO DE BUENA FE,-0.893043664,-79.48459566
09H04005,ESCUELA DE EDUCACION BASICA SAN MAURICIO,MATRIZ,FISCAL,GUAYAS,EL TRIUNFO,EL TRIUNFO,-2.337425772,-79.48557488
12H00792,ESCUELA DE EDUCACIÓN BÁSICA 17 DE MARZO,MATRIZ,FISCAL,LOS RÍOS,QUEVEDO,GUAYACÁN,-1.037901001,-79.48666591
12H01655,UNIDAD EDUCATIVA JOSÉ MARÍA VELASCO IBARRA,MATRIZ,FISCAL,LOS RÍOS,BUENA FE,SAN JACINTO DE BUENA FE,-0.890666026,-79.48692367
23H00679,ESCUELA DE EDUCACION BASICA MARISCAL SUCRE,MATRIZ,FISCAL,LOS RÍOS,BUENA FE,PATRICIA PILAR,-0.560557396,-79.48726946
12H01583,UNIDAD EDUCATIVA ROSA MARÍA ÁLAVA MOREIRA,MATRIZ,PARTICULAR,LOS RÍOS,BUENA FE,SAN JACINTO DE BUENA FE,-0.882300509,-79.48763685
12H00248,ESCUELA DE EDUCACIÓN BÁSICA “MACHINAZA”,MATRIZ,FISCAL,LOS RÍOS,BABAHOYO,BABAHOYO,-1.843660045,-79.48738739
12H00129,ESCUELA DE EDUCACION BASICA JOSE MARIA URBINA,MATRIZ,FISCAL,LOS RÍOS,BABAHOYO,BABAHOYO,-1.884840169,-79.48762809
12H00786,UNIDAD EDUCATIVA ABDÓN CALDERÓN,MATRIZ,PARTICULAR,LOS RÍOS,QUEVEDO,SIETE DE OCTUBRE,-1.059285808,-79.48834743
12H01641,TIWINZA,MATRIZ,FISCAL,LOS RÍOS,BUENA FE,SAN JACINTO DE BUENA FE,-0.872081617,-79.49002188
